Data,UserID,Product,Count,Price
2024-06-05,256,milk,9,5
2024-02-07,644,fish,7,270
2024-05-18,291,apple,6,299
2024-05-18,879,potatoes,9,306
2024-08-18,433,milk,2,434
2024-10-16,915,fish,4,104
2024-10-02,746,bread,7,184
2024-09-07,390,potatoes,1,259
2024-01-07,126,bread,9,229
2024-12-23,853,bread,4,437
2024-11-02,149,milk,5,300
2024-01-05,254,fish,1,106
2024-11-09,239,potatoes,2,408
2024-05-24,908,potatoes,5,349
2024-07-17,582,milk,9,143
2024-05-15,337,apple,9,36
2024-02-26,138,bread,10,152
2024-07-23,320,fish,7,313
2024-03-27,454,fish,3,190
2024-08-12,863,bread,9,70
2024-01-05,885,milk,7,58
2024-02-17,369,potatoes,6,147
2024-04-18,678,milk,11,41
2024-04-15,204,apple,5,417
2024-06-03,651,bread,6,288
2024-02-11,849,potatoes,6,126
2024-07-05,422,potatoes,2,400
2024-11-09,691,milk,1,104
2024-09-03,595,bread,5,378
2024-03-15,895,apple,7,415
2024-06-08,895,fish,3,51
2024-03-14,864,apple,5,199
2024-08-23,655,potatoes,3,246
2024-02-04,330,apple,4,473
2024-08-09,786,bread,9,108
2024-10-19,682,bread,11,170
2024-04-16,396,potatoes,2,61
2024-01-17,118,bread,7,104
2024-09-05,959,milk,5,159
2024-12-05,693,bread,3,185
2024-11-14,720,apple,9,458
2024-03-12,454,fish,4,429
2024-04-06,504,potatoes,9,186
2024-01-04,782,potatoes,9,340
2024-03-14,431,potatoes,1,351
2024-06-15,450,apple,2,34
2024-06-06,571,milk,8,55
2024-07-28,770,potatoes,2,7
2024-10-08,843,milk,11,336
2024-10-01,125,bread,3,248
2024-05-09,616,apple,7,262
2024-05-08,482,apple,11,490
2024-01-25,960,apple,1,384
2024-03-20,127,milk,11,222
2024-10-14,595,potatoes,4,37
2024-05-22,793,fish,8,497
2024-03-10,855,bread,9,257
2024-06-28,769,potatoes,1,369
2024-05-05,992,potatoes,2,242
2024-01-19,116,bread,7,370
2024-04-25,483,bread,5,57
2024-09-26,157,bread,8,29
2024-03-08,813,bread,5,443
2024-04-02,886,fish,5,417
2024-04-08,304,apple,8,390
2024-02-20,837,apple,8,132
2024-11-13,419,apple,6,224
2024-08-22,993,fish,7,299
2024-10-03,574,milk,3,378
2024-07-05,875,milk,7,68
2024-06-01,570,bread,5,44
2024-02-12,415,milk,6,460
2024-08-02,635,milk,8,32
2024-12-03,781,potatoes,6,403
2024-11-28,839,potatoes,5,22
2024-05-11,560,fish,3,394
2024-03-10,749,apple,7,410
2024-01-24,703,fish,9,335
2024-09-09,206,apple,1,340
2024-04-25,508,milk,2,172
2024-01-06,495,bread,11,127
2024-08-13,181,apple,5,478
2024-10-23,532,milk,6,484
2024-08-14,360,fish,4,51
2024-11-14,743,fish,8,167
2024-08-28,355,fish,10,284
2024-12-23,944,potatoes,3,449
2024-02-07,887,bread,8,258
2024-06-24,269,milk,11,286
2024-06-12,367,potatoes,10,31
2024-07-26,514,potatoes,10,104
2024-04-19,224,apple,1,42
2024-08-06,981,bread,3,409
2024-08-01,942,potatoes,4,403
2024-05-10,732,bread,11,266
2024-06-02,386,potatoes,10,79
2024-03-18,114,bread,4,271
2024-11-06,562,potatoes,3,187
2024-07-25,183,bread,9,491
2024-08-03,265,potatoes,11,102
2024-01-10,777,potatoes,9,432
2024-07-13,829,apple,9,427
2024-05-20,377,milk,7,207
2024-04-22,524,potatoes,10,499
2024-08-19,962,bread,9,361
2024-02-13,709,apple,9,95
2024-02-03,884,milk,6,40
2024-07-19,457,milk,8,417
2024-11-20,184,potatoes,6,385
2024-05-23,625,milk,3,7
2024-02-16,670,bread,4,351
2024-09-25,625,bread,5,216
2024-08-28,618,bread,8,491
2024-02-11,531,potatoes,3,494
2024-02-15,547,fish,10,267
2024-03-15,647,fish,2,162
2024-03-21,598,bread,11,133
2024-07-11,253,milk,5,22
2024-12-12,955,milk,11,285
2024-08-05,308,milk,11,180
2024-12-09,761,milk,11,459
2024-10-19,309,potatoes,7,389
2024-11-11,878,fish,7,19
2024-04-19,950,milk,11,397
2024-08-08,995,fish,6,81
2024-07-23,974,apple,1,52
2024-04-18,422,milk,5,31
2024-07-06,561,apple,5,108
2024-06-14,267,milk,8,238
2024-10-25,746,apple,10,156
2024-11-14,150,fish,4,345
2024-02-01,424,fish,2,413
2024-01-07,400,potatoes,4,102
2024-11-10,948,milk,2,77
2024-09-14,330,milk,4,141
2024-10-15,769,fish,7,226
2024-01-21,100,milk,5,126
2024-10-24,855,bread,10,427
2024-06-15,912,bread,2,483
2024-04-02,263,milk,5,238
2024-09-24,700,bread,10,268
2024-09-16,896,milk,2,397
2024-12-08,944,bread,2,326
2024-10-01,959,fish,4,216
2024-06-21,308,apple,7,169
2024-03-09,291,fish,2,399
2024-08-01,281,fish,3,107
2024-10-07,819,bread,7,396
2024-07-19,454,milk,1,469
2024-01-17,594,bread,1,271
2024-02-15,244,bread,7,423
2024-05-13,811,milk,7,393
2024-12-25,442,milk,9,349
2024-03-25,723,fish,2,244
2024-07-20,326,fish,2,338
2024-06-04,507,apple,9,259
2024-07-02,441,apple,2,90
2024-07-20,554,apple,10,426
2024-09-07,205,fish,9,473
2024-05-23,841,fish,2,196
2024-05-04,778,potatoes,4,414
2024-04-17,326,bread,10,495
2024-07-27,326,bread,7,199
2024-08-25,562,fish,2,52
2024-09-14,579,potatoes,4,482
2024-08-06,399,bread,9,483
2024-09-27,885,milk,2,474
2024-04-23,764,potatoes,9,129
2024-08-11,533,potatoes,7,206
2024-05-01,715,potatoes,1,360
2024-10-22,799,bread,6,172
2024-04-01,705,milk,10,8
2024-02-09,264,milk,2,351
2024-11-02,975,apple,2,181
2024-11-17,569,potatoes,2,362
2024-09-11,956,fish,5,284
2024-12-14,348,apple,5,404
2024-10-26,224,milk,4,246
2024-11-19,509,milk,11,444
2024-09-20,692,milk,1,292
2024-11-22,468,apple,3,480
2024-01-02,519,apple,8,155
2024-10-15,283,apple,11,291
2024-06-16,628,potatoes,6,459
2024-04-19,954,apple,6,434
2024-04-05,337,milk,3,146
2024-11-04,894,milk,7,416
2024-03-28,370,milk,2,63
2024-05-01,495,bread,1,293
2024-05-20,281,apple,5,201
2024-01-06,368,fish,4,411
2024-02-17,400,potatoes,1,365
2024-08-16,532,fish,2,421
2024-08-19,279,bread,5,243
2024-08-14,182,fish,4,476
2024-11-10,764,bread,1,304
2024-09-22,940,fish,3,363
2024-10-06,283,milk,6,202
2024-08-27,378,milk,1,144
2024-09-19,338,fish,6,141
2024-06-18,960,milk,3,317
2024-09-25,778,bread,5,226
2024-03-04,186,milk,7,372
2024-01-24,766,apple,11,28
2024-10-18,900,apple,11,262
2024-10-22,371,fish,9,441
2024-01-28,529,potatoes,3,424
2024-02-03,733,apple,5,284
2024-04-10,217,apple,8,294
2024-01-14,945,bread,1,349
2024-02-19,654,apple,4,493
2024-08-09,871,apple,8,48
2024-01-11,583,apple,11,104
2024-02-19,829,milk,8,346
2024-01-09,960,potatoes,9,367
2024-12-17,916,apple,5,47
2024-10-09,799,bread,3,121
2024-08-10,497,apple,8,139
2024-04-19,620,apple,6,364
2024-12-14,643,fish,4,167
2024-07-24,313,potatoes,7,76
2024-07-18,170,bread,11,397
2024-11-20,143,bread,4,70
2024-06-07,116,bread,8,222
2024-04-22,158,apple,9,72
2024-01-22,684,milk,9,251
2024-03-15,684,fish,9,348
2024-12-10,438,milk,3,73
2024-04-05,377,bread,4,188
2024-01-04,575,milk,10,228
2024-07-19,356,milk,9,494
2024-07-03,527,bread,1,231
2024-10-06,223,bread,11,258
2024-01-11,969,milk,4,73
2024-03-22,681,bread,3,215
2024-03-22,639,fish,7,498
2024-12-25,901,milk,9,476
2024-11-05,604,milk,9,267
2024-10-13,906,bread,8,214
2024-09-14,484,apple,9,489
2024-12-22,366,fish,3,322
2024-01-10,781,bread,3,185
2024-09-17,353,bread,6,120
2024-07-10,306,fish,11,360
2024-07-15,588,potatoes,7,136
2024-06-12,188,bread,3,450
2024-08-11,119,bread,10,28
2024-09-02,870,bread,6,335
2024-08-12,440,milk,6,487
2024-08-04,626,bread,3,244
2024-06-06,467,potatoes,6,318
2024-11-03,480,milk,7,144
2024-06-04,594,potatoes,4,382
2024-04-26,571,potatoes,10,204
2024-09-20,225,potatoes,2,447
2024-11-04,786,milk,3,157
2024-12-08,648,milk,1,388
2024-10-20,169,bread,10,346
2024-07-22,100,bread,10,479
2024-01-27,275,fish,4,80
2024-03-25,971,fish,9,445
2024-02-19,176,fish,5,445
2024-04-02,846,milk,10,269
2024-01-24,335,fish,1,403
2024-04-10,814,apple,1,366
2024-08-12,807,potatoes,11,202
2024-09-25,819,apple,9,370
2024-05-14,733,potatoes,8,498
2024-08-22,644,fish,1,271
2024-11-08,332,fish,10,437
2024-05-15,674,apple,11,144
2024-12-18,877,milk,1,425
2024-08-15,490,fish,5,349
2024-11-19,624,apple,10,278
2024-08-20,417,fish,7,277
2024-09-24,511,apple,4,210
2024-05-03,824,milk,2,155
2024-08-16,121,potatoes,4,348
2024-10-11,935,apple,11,234
2024-11-15,243,bread,1,453
2024-02-20,599,milk,6,283
2024-12-17,267,potatoes,9,140
2024-03-23,822,potatoes,8,124
2024-11-09,285,potatoes,7,352
2024-04-13,813,potatoes,7,147
2024-07-08,823,apple,11,395
2024-07-01,910,apple,11,25
2024-03-23,489,apple,11,171
2024-07-27,595,fish,2,55
2024-06-17,115,milk,8,297
2024-01-20,872,potatoes,10,309
2024-05-01,458,bread,6,193
2024-09-01,317,fish,4,130
2024-05-18,582,milk,6,457
2024-06-01,955,apple,7,254
2024-02-11,472,fish,5,459
2024-12-01,996,milk,4,153
2024-09-06,984,apple,9,289
2024-11-17,450,potatoes,2,315
2024-01-19,332,milk,10,398
2024-11-13,513,bread,1,172
2024-08-12,576,bread,8,451
2024-12-01,933,bread,4,384
2024-02-02,321,milk,6,353
2024-12-22,779,potatoes,3,151
2024-04-08,188,bread,11,437
2024-11-05,556,potatoes,6,382
2024-09-21,485,milk,2,31
2024-10-03,908,bread,4,230
2024-10-25,807,potatoes,6,142
2024-05-01,499,fish,4,444
2024-09-21,783,fish,11,437
2024-12-03,565,apple,3,24
2024-07-09,704,bread,8,435
2024-02-01,887,bread,8,401
2024-02-06,905,potatoes,11,348
2024-10-02,919,apple,5,234
2024-09-05,407,bread,4,190
2024-02-11,908,milk,11,151
2024-11-01,889,apple,4,296
2024-12-26,836,milk,7,422
2024-09-27,927,potatoes,9,323
2024-05-19,730,apple,10,332
2024-04-12,201,fish,5,418
2024-02-10,384,fish,8,476
2024-02-28,911,fish,10,41
2024-08-23,487,apple,11,120
2024-09-13,970,bread,5,380
2024-06-01,872,bread,6,345
2024-02-10,145,apple,4,350
2024-08-08,524,fish,2,499
2024-07-02,351,fish,10,470
2024-08-10,636,bread,3,418
2024-10-24,225,apple,6,119
2024-05-07,761,apple,2,156
2024-10-06,670,fish,6,313
2024-12-25,568,potatoes,5,287
2024-11-13,967,potatoes,1,459
2024-03-07,744,apple,8,100
2024-04-14,192,bread,4,473
2024-09-14,711,fish,5,110
2024-04-06,955,milk,3,157
2024-12-20,237,potatoes,9,411
2024-09-25,182,fish,11,122
2024-07-06,595,potatoes,5,322
2024-08-28,803,apple,5,270
2024-12-19,904,fish,3,256
2024-11-17,861,fish,6,308
2024-07-11,804,fish,11,12
2024-03-24,207,fish,9,421
2024-05-25,189,fish,11,170
2024-06-11,210,fish,5,455
2024-10-08,455,bread,2,111
2024-10-08,354,bread,6,15
2024-08-18,713,milk,6,87
2024-02-13,306,bread,6,191
2024-12-02,232,potatoes,9,171
2024-04-28,396,bread,5,263
2024-01-08,532,apple,6,84
2024-04-02,617,apple,6,224
2024-03-18,826,milk,7,256
2024-04-09,571,bread,9,260
2024-11-20,721,milk,4,193
2024-09-13,763,bread,6,19
2024-07-04,677,apple,10,409
2024-12-21,917,potatoes,3,37
2024-07-28,903,apple,5,439
2024-06-05,584,bread,5,233
2024-12-06,846,apple,7,329
2024-01-19,309,fish,7,264
2024-06-28,672,bread,6,231
2024-08-11,696,fish,3,223
2024-01-26,418,potatoes,10,300
2024-04-28,782,apple,4,118
2024-11-17,695,milk,10,429
2024-06-26,618,potatoes,6,232
2024-10-02,502,potatoes,7,208
2024-01-04,929,potatoes,7,151
2024-10-05,175,milk,1,379
2024-07-16,353,fish,3,74
2024-10-04,704,milk,7,75
2024-01-02,440,bread,10,499
2024-04-20,382,bread,10,179
2024-01-23,617,apple,11,290
2024-01-25,367,apple,2,137
2024-12-08,521,milk,7,50
2024-10-25,571,fish,2,154
2024-10-20,397,potatoes,11,232
2024-04-08,543,bread,5,441
2024-06-06,995,potatoes,2,348
2024-04-08,273,milk,1,319
2024-03-25,667,potatoes,5,492
2024-09-28,854,apple,4,192
2024-07-03,751,apple,6,193
2024-09-05,791,apple,1,212
2024-08-01,797,milk,6,14
2024-04-24,685,apple,8,5
2024-08-05,983,bread,1,110
2024-07-07,437,apple,8,372
2024-04-14,622,fish,8,474
2024-09-16,765,fish,1,273
2024-09-24,407,milk,3,130
2024-06-19,448,milk,1,369
2024-04-25,275,milk,4,235
2024-04-04,512,bread,4,144
2024-12-03,374,potatoes,4,376
2024-09-04,911,apple,7,347
2024-02-07,301,fish,11,141
2024-01-23,873,potatoes,5,432
2024-09-10,334,fish,9,285
2024-09-13,845,potatoes,2,10
2024-11-23,419,milk,11,71
2024-09-23,470,fish,8,158
2024-07-01,558,fish,10,402
2024-10-09,504,bread,4,359
2024-10-17,728,potatoes,2,481
2024-06-13,588,fish,2,267
2024-06-14,313,bread,1,308
2024-11-21,521,apple,7,327
2024-02-13,353,bread,11,23
2024-06-03,460,apple,7,61
2024-10-25,664,milk,2,89
2024-04-26,729,apple,2,202
2024-11-12,952,apple,10,327
2024-02-04,909,bread,9,99
2024-06-06,930,milk,8,211
2024-03-20,806,potatoes,1,403
2024-08-04,137,potatoes,9,14
2024-07-08,682,milk,4,209
2024-01-20,628,fish,4,271
2024-11-26,813,milk,9,141
2024-10-11,565,milk,1,245
2024-12-24,400,potatoes,1,245
2024-04-17,366,bread,5,69
2024-03-10,317,milk,2,254
2024-11-05,333,bread,7,415
2024-12-17,510,bread,8,351
2024-03-05,130,potatoes,9,160
2024-10-28,324,apple,6,438
2024-09-05,680,bread,8,323
2024-07-06,969,milk,3,304
2024-09-26,661,apple,2,410
2024-07-19,648,milk,1,362
2024-01-09,810,bread,6,332
2024-12-06,949,bread,11,264
2024-08-18,263,bread,7,68
2024-09-25,894,fish,9,72
2024-09-07,110,potatoes,8,308
2024-09-26,882,potatoes,11,115
2024-02-23,229,bread,4,271
2024-11-19,760,fish,9,429
2024-12-06,319,fish,6,258
2024-06-14,264,bread,8,317
2024-06-27,829,potatoes,3,303
2024-06-11,203,apple,3,278
2024-10-06,131,potatoes,9,104
2024-10-19,923,potatoes,4,282
2024-05-01,141,apple,4,351
2024-12-04,421,fish,10,5
2024-12-17,879,milk,9,457
2024-07-26,458,milk,8,109
2024-04-27,800,fish,2,30
2024-08-08,418,fish,9,167
2024-10-08,516,bread,2,65
2024-06-10,395,potatoes,6,495
2024-11-19,165,apple,10,413
2024-05-08,285,fish,5,238
2024-10-27,479,fish,1,159
2024-04-18,272,fish,11,160
2024-07-04,583,bread,1,128
2024-12-06,110,fish,10,310
2024-05-23,323,bread,2,174
2024-06-15,545,potatoes,4,104
2024-02-16,623,fish,3,179
2024-04-20,599,apple,6,41
2024-07-09,745,milk,3,468
2024-11-23,820,fish,1,249
2024-10-24,585,milk,5,377
2024-01-26,329,bread,8,99
2024-03-05,601,bread,11,83
2024-04-27,805,milk,10,389
2024-06-21,411,fish,9,145
2024-06-16,492,fish,3,352
2024-06-27,231,apple,8,307
2024-07-18,655,fish,7,18
2024-01-05,202,milk,1,317
2024-07-21,720,fish,8,368
2024-08-14,425,potatoes,9,95
2024-05-15,490,bread,8,283
2024-08-08,559,potatoes,6,285
2024-09-05,364,fish,6,366
2024-04-11,462,fish,10,301
2024-11-24,924,milk,2,245
2024-10-07,930,milk,5,279
2024-07-14,191,fish,4,3
2024-06-12,198,apple,4,240
2024-09-07,102,bread,4,449
2024-06-14,337,apple,10,119
2024-05-07,547,potatoes,10,451
2024-02-23,382,apple,1,230
